# t theta omega l v E_kin E_pot E_elastic E_tot
0.28000 0.40341 -0.66951 1.51282 1.47530 1.60120 1.19131 1.31494 4.10745
0.29000 0.39666 -0.68133 1.52780 1.52056 1.69784 1.16367 1.39289 4.25440
0.30000 0.38979 -0.69201 1.54323 1.56487 1.79466 1.13559 1.47551 4.40575
0.31000 0.38282 -0.70159 1.55910 1.60816 1.89134 1.10710 1.56296 4.56140
0.32000 0.37576 -0.71008 1.57539 1.65038 1.98758 1.07828 1.65538 4.72124
0.33000 0.36862 -0.71755 1.59210 1.69146 2.08307 1.04917 1.75293 4.88516
0.34000 0.36141 -0.72401 1.60922 1.73135 2.17751 1.01983 1.85573 5.05306
0.35000 0.35414 -0.72951 1.62673 1.77000 2.27059 0.99030 1.96392 5.22481
0.36000 0.34682 -0.73410 1.64461 1.80733 2.36201 0.96065 2.07763 5.40029
0.37000 0.33946 -0.73781 1.66287 1.84330 2.45149 0.93092 2.19696 5.57937
0.38000 0.33207 -0.74069 1.68147 1.87784 2.53872 0.90115 2.32204 5.76190
0.39000 0.32465 -0.74277 1.70042 1.91092 2.62342 0.87140 2.45294 5.94775
0.40000 0.31722 -0.74412 1.71969 1.94246 2.70532 0.84170 2.58975 6.13677
0.41000 0.30977 -0.74476 1.73926 1.97242 2.78415 0.81211 2.73255 6.32881
0.42000 0.30233 -0.74474 1.75913 2.00074 2.85965 0.78266 2.88139 6.52371
0.43000 0.29488 -0.74410 1.77927 2.02739 2.93158 0.75340 3.03633 6.72130
0.44000 0.28745 -0.74288 1.79967 2.05231 2.99969 0.72435 3.19738 6.92142
0.45000 0.28002 -0.74113 1.82031 2.07545 3.06378 0.69556 3.36456 7.12391
0.46000 0.27262 -0.73888 1.84118 2.09679 3.12362 0.66707 3.53788 7.32857
0.47000 0.26525 -0.73618 1.86224 2.11626 3.17903 0.63890 3.71731 7.53523
0.48000 0.25790 -0.73305 1.88349 2.13385 3.22982 0.61109 3.90281 7.74372
0.49000 0.25059 -0.72954 1.90491 2.14951 3.27583 0.58366 4.09433 7.95383
0.50000 0.24331 -0.72567 1.92648 2.16321 3.31692 0.55666 4.29181 8.16539
0.51000 0.23608 -0.72149 1.94817 2.17491 3.35296 0.53009 4.49513 8.37819
0.52000 0.22888 -0.71702 1.96997 2.18460 3.38384 0.50400 4.70420 8.59204
0.53000 0.22174 -0.71229 1.99186 2.19225 3.40945 0.47840 4.91889 8.80674
0.54000 0.21464 -0.70733 2.01381 2.19783 3.42974 0.45332 5.13903 9.02209
0.55000 0.20759 -0.70217 2.03581 2.20133 3.44465 0.42878 5.36446 9.23789
0.56000 0.20060 -0.69684 2.05783 2.20273 3.45414 0.40479 5.59499 9.45392
0.57000 0.19365 -0.69134 2.07985 2.20201 3.45820 0.38139 5.83041 9.66999
0.58000 0.18677 -0.68572 2.10186 2.19917 3.45683 0.35858 6.07048 9.88589
0.59000 0.17994 -0.67998 2.12383 2.19419 3.45005 0.33639 6.31496 10.10140
0.60000 0.17317 -0.67416 2.14574 2.18707 3.43792 0.31483 6.56357 10.31632
0.61000 0.16646 -0.66826 2.16756 2.17781 3.42050 0.29391 6.81602 10.53044
0.62000 0.15980 -0.66230 2.18929 2.16641 3.39788 0.27365 7.07201 10.74354
0.63000 0.15321 -0.65631 2.21088 2.15286 3.37015 0.25406 7.33120 10.95541
0.64000 0.14668 -0.65029 2.23234 2.13718 3.33744 0.23515 7.59326 11.16586
0.65000 0.14021 -0.64426 2.25362 2.11937 3.29989 0.21694 7.85783 11.37466
0.66000 0.13379 -0.63822 2.27472 2.09945 3.25767 0.19943 8.12451 11.58161
0.67000 0.12744 -0.63220 2.29560 2.07741 3.21094 0.18263 8.39293 11.78650
0.68000 0.12115 -0.62621 2.31626 2.05329 3.15991 0.16655 8.66268 11.98913
0.69000 0.11492 -0.62024 2.33666 2.02710 3.10478 0.15119 8.93332 12.18929
0.70000 0.10874 -0.61431 2.35679 1.99885 3.04577 0.13657 9.20444 12.38678
0.71000 0.10263 -0.60844 2.37663 1.96857 2.98314 0.12268 9.47558 12.58140
0.72000 0.09658 -0.60261 2.39616 1.93630 2.91713 0.10953 9.74628 12.77295
0.73000 0.09058 -0.59686 2.41535 1.90204 2.84801 0.09713 10.01610 12.96124
0.74000 0.08464 -0.59116 2.43419 1.86584 2.77605 0.08548 10.28454 13.14607
0.75000 0.07875 -0.58555 2.45266 1.82772 2.70154 0.07458 10.55113 13.32725
0.76000 0.07293 -0.58000 2.47074 1.78773 2.62479 0.06442 10.81539 13.50460
0.77000 0.06715 -0.57455 2.48841 1.74589 2.54610 0.05502 11.07682 13.67794
0.78000 0.06144 -0.56917 2.50565 1.70225 2.46577 0.04637 11.33494 13.84709
0.79000 0.05577 -0.56389 2.52245 1.65684 2.38414 0.03847 11.58926 14.01187
0.80000 0.05016 -0.55869 2.53878 1.60971 2.30151 0.03132 11.83927 14.17210
0.81000 0.04460 -0.55359 2.55464 1.56090 2.21823 0.02492 12.08449 14.32764
0.82000 0.03909 -0.54859 2.57000 1.51046 2.13461 0.01926 12.32443 14.47830
0.83000 0.03362 -0.54368 2.58484 1.45844 2.05099 0.01433 12.55861 14.62394
0.84000 0.02821 -0.53887 2.59916 1.40488 1.96769 0.01015 12.78655 14.76439
0.85000 0.02285 -0.53416 2.61293 1.34984 1.88505 0.00669 13.00778 14.89952
0.86000 0.01753 -0.52955 2.62615 1.29337 1.80339 0.00396 13.22184 15.02919
0.87000 0.01226 -0.52504 2.63880 1.23552 1.72302 0.00194 13.42828 15.15324
0.88000 0.00703 -0.52063 2.65086 1.17636 1.64426 0.00064 13.62665 15.27155
0.89000 0.00184 -0.51631 2.66232 1.11594 1.56742 0.00004 13.81654 15.38400
0.90000 -0.00330 -0.51210 2.67317 1.05431 1.49279 0.00014 13.99753 15.49046
0.91000 -0.00840 -0.50799 2.68340 0.99154 1.42067 0.00093 14.16922 15.59082
0.92000 -0.01346 -0.50398 2.69300 0.92769 1.35133 0.00239 14.33124 15.68497
0.93000 -0.01848 -0.50007 2.70195 0.86283 1.28505 0.00453 14.48322 15.77280
0.94000 -0.02346 -0.49625 2.71025 0.79700 1.22208 0.00732 14.62482 15.85422
0.95000 -0.02841 -0.49253 2.71789 0.73029 1.16265 0.01076 14.75573 15.92914
0.96000 -0.03331 -0.48891 2.72486 0.66276 1.10701 0.01483 14.87564 15.99748
0.97000 -0.03818 -0.48538 2.73114 0.59446 1.05534 0.01953 14.98428 16.05915
0.98000 -0.04302 -0.48194 2.73674 0.52548 1.00787 0.02484 15.08138 16.11409
0.99000 -0.04782 -0.47859 2.74165 0.45587 0.96475 0.03075 15.16673 16.16223
1.00000 -0.05259 -0.47533 2.74586 0.38570 0.92616 0.03724 15.24011 16.20351
1.01000 -0.05733 -0.47216 2.74936 0.31506 0.89223 0.04431 15.30135 16.23789
1.02000 -0.06204 -0.46908 2.75216 0.24399 0.86309 0.05193 15.35029 16.26531
1.03000 -0.06671 -0.46608 2.75424 0.17258 0.83883 0.06010 15.38681 16.28575
1.04000 -0.07136 -0.46316 2.75561 0.10090 0.81956 0.06879 15.41081 16.29916
1.05000 -0.07598 -0.46033 2.75626 0.02901 0.80532 0.07800 15.42222 16.30554
1.06000 -0.08056 -0.45757 2.75619 -0.04302 0.79616 0.08770 15.42099 16.30485
1.07000 -0.08513 -0.45488 2.75540 -0.11510 0.79210 0.09788 15.40711 16.29709
1.08000 -0.08966 -0.45227 2.75389 -0.18718 0.79316 0.10852 15.38059 16.28227
1.09000 -0.09417 -0.44973 2.75165 -0.25918 0.79929 0.11961 15.34147 16.26037
1.10000 -0.09866 -0.44726 2.74870 -0.33103 0.81048 0.13112 15.28982 16.23142
1.11000 -0.10312 -0.44485 2.74503 -0.40265 0.82665 0.14304 15.22573 16.19543
1.12000 -0.10755 -0.44251 2.74065 -0.47399 0.84774 0.15536 15.14934 16.15243
1.13000 -0.11197 -0.44023 2.73556 -0.54496 0.87363 0.16804 15.06078 16.10245
1.14000 -0.11636 -0.43800 2.72975 -0.61550 0.90420 0.18108 14.96024 16.04552
1.15000 -0.12073 -0.43583 2.72325 -0.68554 0.93933 0.19445 14.84792 15.98170
1.16000 -0.12508 -0.43371 2.71604 -0.75501 0.97885 0.20814 14.72405 15.91104
1.17000 -0.12940 -0.43164 2.70815 -0.82384 1.02259 0.22212 14.58888 15.83359
1.18000 -0.13371 -0.42962 2.69957 -0.89197 1.07035 0.23638 14.44270 15.74942
1.19000 -0.13800 -0.42763 2.69031 -0.95932 1.12193 0.25089 14.28579 15.65861
1.20000 -0.14226 -0.42568 2.68039 -1.02583 1.17710 0.26563 14.11850 15.56123
1.21000 -0.14651 -0.42377 2.66980 -1.09144 1.23563 0.28059 13.94115 15.45737
1.22000 -0.15074 -0.42188 2.65856 -1.15608 1.29726 0.29574 13.75412 15.34712
1.23000 -0.15495 -0.42002 2.64668 -1.21970 1.36173 0.31106 13.55780 15.23058
1.24000 -0.15914 -0.41818 2.63417 -1.28221 1.42876 0.32652 13.35257 15.10785
1.25000 -0.16331 -0.41636 2.62104 -1.34358 1.49806 0.34212 13.13887 14.97905
1.26000 -0.16747 -0.41455 2.60730 -1.40372 1.56935 0.35782 12.91712 14.84429
1.27000 -0.17160 -0.41274 2.59297 -1.46260 1.64230 0.37361 12.68778 14.70368
1.28000 -0.17572 -0.41094 2.57806 -1.52015 1.71661 0.38945 12.45130 14.55737
1.29000 -0.17982 -0.40913 2.56257 -1.57631 1.79197 0.40534 12.20816 14.40547
1.30000 -0.18390 -0.40731 2.54653 -1.63103 1.86805 0.42125 11.95884 14.24814
1.31000 -0.18797 -0.40547 2.52996 -1.68426 1.94452 0.43715 11.70384 14.08552
1.32000 -0.19201 -0.40361 2.51285 -1.73594 2.02107 0.45303 11.44364 13.91774
1.33000 -0.19604 -0.40172 2.49524 -1.78603 2.09735 0.46886 11.17876 13.74498
1.34000 -0.20005 -0.39980 2.47714 -1.83448 2.17305 0.48462 10.90970 13.56738
1.35000 -0.20403 -0.39783 2.45856 -1.88124 2.24784 0.50029 10.63698 13.38511
1.36000 -0.20800 -0.39580 2.43952 -1.92626 2.32140 0.51584 10.36110 13.19834
1.37000 -0.21195 -0.39372 2.42004 -1.96951 2.39341 0.53126 10.08257 13.00723
1.38000 -0.21588 -0.39156 2.40014 -2.01094 2.46356 0.54651 9.80191 12.81198
1.39000 -0.21978 -0.38933 2.37983 -2.05052 2.53154 0.56159 9.51962 12.61275
1.40000 -0.22366 -0.38700 2.35913 -2.08820 2.59707 0.57646 9.23620 12.40973
1.41000 -0.22752 -0.38458 2.33807 -2.12395 2.65984 0.59111 8.95215 12.20310
1.42000 -0.23135 -0.38204 2.31666 -2.15775 2.71960 0.60551 8.66796 11.99307
1.43000 -0.23516 -0.37939 2.29492 -2.18954 2.77607 0.61964 8.38411 11.77982
1.44000 -0.23894 -0.37660 2.27288 -2.21931 2.82901 0.63348 8.10106 11.56355
1.45000 -0.24269 -0.37366 2.25054 -2.24703 2.87817 0.64701 7.81928 11.34446
1.46000 -0.24641 -0.37057 2.22794 -2.27268 2.92334 0.66020 7.53921 11.12275
1.47000 -0.25010 -0.36730 2.20510 -2.29622 2.96431 0.67304 7.26128 10.89863
1.48000 -0.25376 -0.36384 2.18202 -2.31765 3.00088 0.68551 6.98591 10.67230
1.49000 -0.25738 -0.36018 2.15875 -2.33693 3.03289 0.69758 6.71350 10.44397
1.50000 -0.26096 -0.35629 2.13529 -2.35405 3.06018 0.70923 6.44445 10.21386
1.51000 -0.26450 -0.35217 2.11168 -2.36900 3.08262 0.72044 6.17912 9.98218
1.52000 -0.26801 -0.34780 2.08792 -2.38177 3.10008 0.73120 5.91785 9.74914
1.53000 -0.27146 -0.34315 2.06405 -2.39234 3.11248 0.74148 5.66099 9.51495
1.54000 -0.27487 -0.33822 2.04008 -2.40070 3.11972 0.75127 5.40884 9.27983
1.55000 -0.27822 -0.33297 2.01604 -2.40685 3.12177 0.76054 5.16170 9.04400
1.56000 -0.28153 -0.32738 1.99195 -2.41078 3.11857 0.76928 4.91984 8.80768
1.57000 -0.28477 -0.32144 1.96783 -2.41249 3.11012 0.77746 4.68350 8.57108
1.58000 -0.28795 -0.31513 1.94371 -2.41198 3.09642 0.78507 4.45293 8.33442
1.59000 -0.29107 -0.30841 1.91960 -2.40925 3.07750 0.79210 4.22833 8.09792
1.60000 -0.29412 -0.30127 1.89553 -2.40431 3.05340 0.79852 4.00988 7.86180
1.61000 -0.29709 -0.29368 1.87152 -2.39715 3.02420 0.80432 3.79775 7.62627
1.62000 -0.29999 -0.28562 1.84760 -2.38778 2.98998 0.80948 3.59209 7.39155
1.63000 -0.30281 -0.27706 1.82377 -2.37622 2.95086 0.81399 3.39302 7.15786
1.64000 -0.30553 -0.26797 1.80008 -2.36246 2.90696 0.81782 3.20063 6.92541
1.65000 -0.30816 -0.25833 1.77653 -2.34654 2.85843 0.82098 3.01501 6.69442
1.66000 -0.31070 -0.24811 1.75315 -2.32845 2.80544 0.82344 2.83621 6.46509
1.67000 -0.31312 -0.23729 1.72997 -2.30821 2.74817 0.82520 2.66428 6.23764
1.68000 -0.31544 -0.22583 1.70700 -2.28584 2.68683 0.82623 2.49923 6.01229
1.69000 -0.31764 -0.21372 1.68426 -2.26135 2.62164 0.82653 2.34106 5.78923
1.70000 -0.31971 -0.20092 1.66178 -2.23477 2.55284 0.82609 2.18975 5.56868
1.71000 -0.32165 -0.18741 1.63957 -2.20612 2.48068 0.82490 2.04526 5.35084
1.72000 -0.32346 -0.17317 1.61766 -2.17541 2.40543 0.82294 1.90753 5.13591
1.73000 -0.32511 -0.15817 1.59607 -2.14266 2.32736 0.82023 1.77650 4.92409
1.74000 -0.32662 -0.14239 1.57482 -2.10791 2.24678 0.81674 1.65207 4.71558
1.75000 -0.32796 -0.12581 1.55392 -2.07117 2.16397 0.81248 1.53413 4.51058
1.76000 -0.32913 -0.10842 1.53340 -2.03246 2.07927 0.80744 1.42257 4.30928
1.77000 -0.33013 -0.09020 1.51328 -1.99183 1.99300 0.80162 1.31726 4.11188
1.78000 -0.33093 -0.07114 1.49357 -1.94928 1.90548 0.79502 1.21805 3.91855
1.79000 -0.33155 -0.05123 1.47430 -1.90484 1.81706 0.78764 1.12479 3.72949
1.80000 -0.33195 -0.03047 1.45548 -1.85855 1.72809 0.77949 1.03730 3.54488
1.81000 -0.33215 -0.00885 1.43713 -1.81043 1.63891 0.77057 0.95542 3.36490
1.82000 -0.33213 0.01360 1.41928 -1.76051 1.54988 0.76089 0.87896 3.18973
1.83000 -0.33188 0.03689 1.40193 -1.70881 1.46136 0.75046 0.80773 3.01955
1.84000 -0.33139 0.06099 1.38511 -1.65537 1.37370 0.73929 0.74153 2.85452
1.85000 -0.33065 0.08588 1.36883 -1.60022 1.28726 0.72740 0.68016 2.69482
1.86000 -0.32967 0.11153 1.35311 -1.54337 1.20239 0.71480 0.62342 2.54061
1.87000 -0.32842 0.13790 1.33796 -1.48488 1.11945 0.70152 0.57110 2.39206
1.88000 -0.32691 0.16493 1.32341 -1.42475 1.03879 0.68756 0.52298 2.24933
1.89000 -0.32512 0.19259 1.30947 -1.36304 0.96074 0.67297 0.47887 2.11258
1.90000 -0.32305 0.22079 1.29616 -1.29977 0.88565 0.65776 0.43855 1.98196
1.91000 -0.32070 0.24947 1.28348 -1.23497 0.81384 0.64196 0.40182 1.85762
1.92000 -0.31806 0.27855 1.27146 -1.16868 0.74563 0.62561 0.36846 1.73970
1.93000 -0.31513 0.30794 1.26011 -1.10094 0.68132 0.60874 0.33830 1.62837
1.94000 -0.31190 0.33754 1.24945 -1.03179 0.62123 0.59139 0.31113 1.52375
1.95000 -0.30838 0.36724 1.23948 -0.96127 0.56561 0.57360 0.28676 1.42597
1.96000 -0.30456 0.39693 1.23023 -0.88941 0.51476 0.55540 0.26503 1.33519
1.97000 -0.30044 0.42650 1.22170 -0.81628 0.46891 0.53685 0.24575 1.25151
1.98000 -0.29603 0.45582 1.21391 -0.74192 0.42830 0.51799 0.22878 1.17507
1.99000 -0.29133 0.48475 1.20687 -0.66637 0.39316 0.49887 0.21397 1.10599
2.00000 -0.28634 0.51317 1.20058 -0.58970 0.36367 0.47953 0.20117 1.04437
2.01000 -0.28107 0.54095 1.19507 -0.51197 0.34002 0.46003 0.19027 0.99032
2.02000 -0.27552 0.56794 1.19035 -0.43325 0.32237 0.44042 0.18116 0.94395
2.03000 -0.26971 0.59401 1.18641 -0.35359 0.31084 0.42076 0.17375 0.90535
2.04000 -0.26364 0.61904 1.18328 -0.27307 0.30556 0.40109 0.16796 0.87461
2.05000 -0.25733 0.64290 1.18095 -0.19178 0.30660 0.38147 0.16372 0.85180
2.06000 -0.25079 0.66546 1.17945 -0.10979 0.31404 0.36196 0.16100 0.83700
2.07000 -0.24403 0.68662 1.17876 -0.02719 0.32790 0.34260 0.15978 0.83028
2.08000 -0.23706 0.70628 1.17890 0.05593 0.34820 0.32345 0.16003 0.83168
2.09000 -0.22991 0.72434 1.17988 0.13947 0.37492 0.30456 0.16178 0.84127
2.10000 -0.22258 0.74072 1.18169 0.22334 0.40802 0.28597 0.16506 0.85906
2.11000 -0.21510 0.75537 1.18435 0.30742 0.44743 0.26774 0.16992 0.88509
2.12000 -0.20748 0.76822 1.18784 0.39162 0.49304 0.24991 0.17642 0.91938
2.13000 -0.19974 0.77925 1.19218 0.47583 0.54474 0.23253 0.18467 0.96193
2.14000 -0.19190 0.78843 1.19736 0.55993 0.60236 0.21562 0.19475 1.01273
2.15000 -0.18398 0.79576 1.20338 0.64380 0.66574 0.19923 0.20681 1.07178
2.16000 -0.17599 0.80124 1.21023 0.72734 0.73466 0.18339 0.22099 1.13904
2.17000 -0.16796 0.80489 1.21792 0.81043 0.80888 0.16813 0.23745 1.21447
2.18000 -0.15990 0.80676 1.22644 0.89294 0.88816 0.15348 0.25638 1.29802
2.19000 -0.15183 0.80688 1.23578 0.97476 0.97222 0.13946 0.27796 1.38964
2.20000 -0.14377 0.80533 1.24593 1.05578 1.06073 0.12610 0.30242 1.48925
2.21000 -0.13573 0.80217 1.25689 1.13587 1.15338 0.11340 0.32997 1.59675
2.22000 -0.12773 0.79749 1.26865 1.21493 1.24983 0.10138 0.36086 1.71207
2.23000 -0.11978 0.79136 1.28119 1.29285 1.34970 0.09006 0.39533 1.83509
2.24000 -0.11191 0.78387 1.29450 1.36950 1.45260 0.07943 0.43365 1.96569
2.25000 -0.10411 0.77514 1.30857 1.44479 1.55814 0.06951 0.47609 2.10374
2.26000 -0.09641 0.76526 1.32339 1.51861 1.66591 0.06029 0.52291 2.24911
2.27000 -0.08881 0.75432 1.33894 1.59087 1.77547 0.05176 0.57440 2.40164
2.28000 -0.08132 0.74244 1.35520 1.66146 1.88640 0.04394 0.63085 2.56118
2.29000 -0.07396 0.72971 1.37216 1.73029 1.99823 0.03680 0.69253 2.72756
2.30000 -0.06673 0.71623 1.38980 1.79727 2.11053 0.03035 0.75973 2.90060
2.31000 -0.05964 0.70210 1.40810 1.86232 2.22282 0.02456 0.83274 3.08012
2.32000 -0.05269 0.68742 1.42704 1.92536 2.33467 0.01943 0.91183 3.26592
2.33000 -0.04589 0.67228 1.44660 1.98631 2.44560 0.01494 0.99727 3.45781
2.34000 -0.03925 0.65675 1.46676 2.04509 2.55516 0.01108 1.08933 3.65557
2.35000 -0.03276 0.64092 1.48750 2.10163 2.66289 0.00783 1.18827 3.85898
2.36000 -0.02643 0.62487 1.50879 2.15588 2.76835 0.00517 1.29432 4.06783
2.37000 -0.02026 0.60867 1.53061 2.20777 2.87109 0.00308 1.40772 4.28189
2.38000 -0.01426 0.59237 1.55293 2.25724 2.97069 0.00155 1.52868 4.50092
2.39000 -0.00842 0.57605 1.57574 2.30424 3.06673 0.00055 1.65740 4.72468
2.40000 -0.00274 0.55974 1.59901 2.34873 3.15880 0.00006 1.79407 4.95293
2.41000 0.00278 0.54351 1.62271 2.39065 3.24652 0.00006 1.93883 5.18542
2.42000 0.00813 0.52739 1.64681 2.42996 3.32951 0.00053 2.09184 5.42189
2.43000 0.01333 0.51142 1.67130 2.46663 3.40742 0.00146 2.25321 5.66209
2.44000 0.01836 0.49564 1.69614 2.50061 3.47991 0.00281 2.42304 5.90575
2.45000 0.02324 0.48008 1.72130 2.53189 3.54667 0.00456 2.60139 6.15262
2.46000 0.02797 0.46476 1.74677 2.56043 3.60742 0.00670 2.78830 6.40242
2.47000 0.03254 0.44970 1.77250 2.58620 3.66188 0.00920 2.98380 6.65488
2.48000 0.03696 0.43492 1.79848 2.60918 3.70983 0.01205 3.18786 6.90974
2.49000 0.04124 0.42043 1.82468 2.62937 3.75104 0.01522 3.40046 7.16671
2.50000 0.04537 0.40625 1.85106 2.64673 3.78534 0.01869 3.62151 7.42553
2.51000 0.04936 0.39239 1.87760 2.66126 3.81255 0.02244 3.85092 7.68591
2.52000 0.05322 0.37885 1.90427 2.67295 3.83256 0.02645 4.08857 7.94758
2.53000 0.05694 0.36564 1.93105 2.68179 3.84527 0.03070 4.33428 8.21025
2.54000 0.06053 0.35276 1.95790 2.68778 3.85060 0.03518 4.58787 8.47365
2.55000 0.06400 0.34021 1.98480 2.69092 3.84851 0.03986 4.84913 8.73750
2.56000 0.06734 0.32799 2.01171 2.69122 3.83900 0.04473 5.11779 9.00152
2.57000 0.07056 0.31609 2.03861 2.68867 3.82209 0.04976 5.39357 9.26542
2.58000 0.07366 0.30453 2.06547 2.68328 3.79782 0.05495 5.67617 9.52894
2.59000 0.07665 0.29328 2.09227 2.67508 3.76628 0.06026 5.96525 9.79179
2.60000 0.07953 0.28234 2.11897 2.66406 3.72757 0.06570 6.26043 10.05370
2.61000 0.08230 0.27172 2.14554 2.65025 3.68184 0.07124 6.56131 10.31439
2.62000 0.08496 0.26140 2.17196 2.63366 3.62925 0.07686 6.86747 10.57359
2.63000 0.08753 0.25137 2.19820 2.61432 3.57001 0.08255 7.17847 10.83102
2.64000 0.08999 0.24164 2.22424 2.59226 3.50432 0.08829 7.49381 11.08643
2.65000 0.09236 0.23218 2.25004 2.56749 3.43245 0.09408 7.81300 11.33953
2.66000 0.09464 0.22299 2.27558 2.54005 3.35467 0.09989 8.13552 11.59008
2.67000 0.09682 0.21407 2.30083 2.50997 3.27127 0.10571 8.46082 11.83781
2.68000 0.09892 0.20541 2.32577 2.47728 3.18258 0.11153 8.78834 12.08245
2.69000 0.10093 0.19699 2.35037 2.44203 3.08894 0.11734 9.11749 12.32376
2.70000 0.10286 0.18881 2.37460 2.40425 2.99071 0.12312 9.44767 12.56149
2.71000 0.10471 0.18085 2.39845 2.36398 2.88828 0.12886 9.77826 12.79540
2.72000 0.10648 0.17312 2.42187 2.32127 2.78204 0.13455 10.10863 13.02523
2.73000 0.10817 0.16560 2.44486 2.27616 2.67242 0.14018 10.43815 13.25075
2.74000 0.10979 0.15829 2.46739 2.22871 2.55984 0.14573 10.76616 13.47173
2.75000 0.11134 0.15117 2.48943 2.17896 2.44474 0.15120 11.09201 13.68795
2.76000 0.11281 0.14424 2.51096 2.12696 2.32757 0.15658 11.41502 13.89917
2.77000 0.11422 0.13748 2.53196 2.07278 2.20880 0.16185 11.73454 14.10519
2.78000 0.11556 0.13090 2.55241 2.01647 2.08889 0.16701 12.04988 14.30578
2.79000 0.11684 0.12448 2.57228 1.95808 1.96831 0.17205 12.36039 14.50075
2.80000 0.11805 0.11822 2.59156 1.89769 1.84755 0.17695 12.66539 14.68989
2.81000 0.11920 0.11210 2.61023 1.83535 1.72707 0.18172 12.96423 14.87301
2.82000 0.12030 0.10612 2.62827 1.77113 1.60735 0.18633 13.25625 15.04993
2.83000 0.12133 0.10028 2.64565 1.70509 1.48887 0.19079 13.54079 15.22045
2.84000 0.12230 0.09456 2.66236 1.63731 1.37209 0.19509 13.81723 15.38441
2.85000 0.12322 0.08896 2.67839 1.56786 1.25747 0.19921 14.08495 15.54164
2.86000 0.12408 0.08347 2.69371 1.49680 1.14548 0.20316 14.34333 15.69197
2.87000 0.12489 0.07809 2.70832 1.42421 1.03654 0.20693 14.59178 15.83526
2.88000 0.12564 0.07280 2.72219 1.35016 0.93110 0.21051 14.82974 15.97135
2.89000 0.12635 0.06761 2.73532 1.27473 0.82957 0.21389 15.05665 16.10011
2.90000 0.12700 0.06250 2.74768 1.19801 0.73236 0.21707 15.27198 16.22141
2.91000 0.12760 0.05747 2.75927 1.12006 0.63984 0.22005 15.47523 16.33512
2.92000 0.12815 0.05252 2.77008 1.04097 0.55239 0.22282 15.66593 16.44113
2.93000 0.12865 0.04763 2.78009 0.96081 0.47035 0.22537 15.84361 16.53933
2.94000 0.12910 0.04280 2.78929 0.87968 0.39405 0.22770 16.00786 16.62961
2.95000 0.12950 0.03803 2.79768 0.79765 0.32379 0.22982 16.15828 16.71189
2.96000 0.12986 0.03331 2.80524 0.71481 0.25984 0.23171 16.29453 16.78608
2.97000 0.13017 0.02863 2.81197 0.63124 0.20248 0.23337 16.41626 16.85211
2.98000 0.13043 0.02400 2.81787 0.54703 0.15191 0.23481 16.52320 16.90991
2.99000 0.13065 0.01939 2.82291 0.46226 0.10834 0.23601 16.61507 16.95942
